Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Misc/Alpha,Misc/FinalStepNorm,Misc/gradient_norm,Misc/xHx,Misc/H_inv_g,Misc/AcceptanceStep,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Std
-0.5750335454940796,81.0,1000.0,0.0,1.4234724044799805,0.0002619196893647313,10.0,0.9999272227287292,0.9999272227287292,0.9999272227287292,5.147535557625815e-05,0.0,1.0046111345291138,10000.0,-0.019193878397345543,-0.019193878397345543,3.280639759850601e-08,0.015700500458478928,0.015700500458478928,0.030665606260299683,9.006237030029297,9.006237030029297,-0.1299033761024475,31.630470275878906,28.570402145385742,3.059067726135254,31.62946891784668,316.1608581542969,0.6531329154968262,0.3195538818836212,0.12323552370071411,0.04688422381877899,0.4892631769180298,1.0,1.75,1.75,1.75,0.0
-0.2616780698299408,115.5,1000.0,1.0,1.4193025827407837,0.0002991439832840115,10.0,0.9987518787384033,0.9987518787384033,0.9987518787384033,0.0008825549739412963,0.0,1.0008212327957153,20000.0,-0.03650187700986862,-0.01730799861252308,8.964538444899972e-09,0.003279551863670349,-0.012420948594808578,-0.0009181817295029759,8.694462776184082,-0.31177425384521484,1.3743363618850708,63.73084259033203,28.875896453857422,3.194477081298828,32.07037353515625,311.81427001953125,0.361098051071167,0.30786892771720886,0.23802420496940613,0.15338385105133057,0.8525909185409546,1.0,1.75,1.75,1.75,0.0
-0.028362106531858444,108.5,1000.0,2.0,1.3997529745101929,0.0003296026261523366,10.0,0.9985017776489258,0.9985017776489258,0.9985017776489258,0.0010594031773507595,0.0,0.981590986251831,30000.0,-0.030902445316314697,0.0055994316935539246,-5.62667867853861e-09,0.004281532019376755,0.0010019801557064056,0.0029440203215926886,5.669410228729248,-3.025052547454834,3.5289297103881836,95.74268341064453,28.8067684173584,3.1770689487457275,31.983837127685547,312.6579284667969,0.44316205382347107,0.30442947149276733,0.19854134321212769,0.10183682292699814,0.6869484186172485,1.0,1.75,1.75,1.75,0.0
0.007475657854229212,108.82499694824219,1000.0,3.0,1.3877781629562378,0.00031600281363353133,10.0,1.0003385543823242,1.0003385543823242,1.0003385543823242,0.0002394503098912537,0.0,0.9703769683837891,40000.0,-0.03585822507739067,-0.0049557797610759735,9.918212917625624e-09,0.0028547400142997503,-0.0014267920050770044,-0.004908927716314793,6.059544086456299,0.3901338577270508,4.738270282745361,127.74015045166016,28.79340362548828,3.1790688037872314,31.97247314453125,312.76904296875,0.3745025396347046,0.29897385835647583,0.23288896679878235,0.14260029792785645,0.7983224987983704,1.0,1.75,1.75,1.75,0.0
0.11262954771518707,110.72000122070312,1000.0,4.0,1.397672176361084,0.00028645028942264616,10.0,0.9999551773071289,0.9999551773071289,0.9999551773071289,3.166635724483058e-05,0.0,0.9805746674537659,50000.0,-0.03557683154940605,0.00028139352798461914,-7.438659466174613e-09,0.0025843102484941483,-0.0002704297658056021,0.020004836842417717,5.9083685874938965,-0.15117549896240234,6.841464042663574,159.35989379882812,28.51972198486328,3.0760231018066406,31.595745086669922,316.4983215332031,0.3595486879348755,0.2950087785720825,0.24724629521369934,0.1547086238861084,0.8204975724220276,1.0,1.75,1.75,1.75,0.0
0.32208147644996643,119.30000305175781,1000.0,5.0,1.4024442434310913,0.00029849528800696135,10.0,0.9998844265937805,0.9998844265937805,0.9998844265937805,8.168061322066933e-05,0.0,0.9849245548248291,60000.0,-0.04073492810130119,-0.005158096551895142,-7.629394893626795e-09,0.0043404726311564445,0.0017561623826622963,0.0720156654715538,6.5448760986328125,0.636507511138916,6.942841529846191,191.20106506347656,28.625682830810547,3.1884846687316895,31.814167022705078,314.32537841796875,0.32840844988822937,0.30933812260627747,0.256658673286438,0.1854391098022461,0.9419310688972473,1.0,1.75,1.75,1.75,0.0
0.3160284161567688,130.3142852783203,1000.0,6.0,1.4001892805099487,0.0002839962253347039,10.0,1.0002256631851196,1.0002256631851196,1.0002256631851196,0.00015959606389515102,0.0,0.9829075336456299,70000.0,-0.03752024844288826,0.0032146796584129333,-1.4877318932349226e-08,0.0016603702679276466,-0.002680102363228798,0.07009156793355942,7.1958441734313965,0.650968074798584,8.822151184082031,223.07041931152344,28.66578483581543,3.175574779510498,31.841358184814453,314.05694580078125,0.3347986936569214,0.2987636625766754,0.2807652950286865,0.1784277856349945,0.892367959022522,1.0,1.75,1.75,1.75,0.0
0.37683647871017456,133.02499389648438,1000.0,7.0,1.3988200426101685,0.0003544382634572685,10.0,0.9981383681297302,0.9981383681297302,0.9981383681297302,0.0013163865078240633,0.0,0.9816451072692871,80000.0,-0.04392831027507782,-0.00640806183218956,-4.4345855876315454e-09,0.004360639490187168,0.0027002692222595215,0.048950277268886566,6.578578948974609,-0.6172652244567871,11.430350303649902,254.77769470214844,28.582048416137695,3.098227024078369,31.680274963378906,315.65380859375,0.3112553358078003,0.2837013602256775,0.2835129201412201,0.20644116401672363,0.9114747047424316,1.0,1.75,1.75,1.75,0.0
0.4502484202384949,132.6999969482422,1000.0,8.0,1.394055724143982,0.0003168527327943593,10.0,1.0001882314682007,1.0001882314682007,1.0001882314682007,0.00013307166227605194,0.0,0.9770161509513855,90000.0,-0.040972813963890076,0.002955496311187744,7.343292196537732e-09,0.002854360733181238,-0.00150627875700593,0.057323798537254333,6.934452533721924,0.35587358474731445,13.165914535522461,286.8354797363281,28.708208084106445,3.323577880859375,32.03178787231445,312.1899108886719,0.3321778178215027,0.30296432971954346,0.25352180004119873,0.18125447630882263,0.912054717540741,1.0,1.75,1.75,1.75,0.0
0.5256868004798889,130.05999755859375,1000.0,9.0,1.4011249542236328,0.0003035414556507021,10.0,0.9998283386230469,0.9998283386230469,0.9998283386230469,0.00012135483120800927,0.0,0.9831266403198242,100000.0,-0.035202037543058395,0.00577077642083168,-1.039505015398845e-08,0.0028810426592826843,2.6681926101446152e-05,0.09306400269269943,5.160010814666748,-1.7744417190551758,12.140520095825195,318.8915100097656,28.713939666748047,3.316070318222046,32.03001022338867,312.20721435546875,0.3792707920074463,0.28936585783958435,0.24809369444847107,0.13903723657131195,0.7629532217979431,1.0,1.75,1.75,1.75,0.0
0.695139467716217,135.41000366210938,1000.0,10.0,1.4053574800491333,0.0002741956268437207,10.0,1.001538872718811,1.001538872718811,1.001538872718811,0.00108817545697093,0.0,0.9867501258850098,110000.0,-0.028893033042550087,0.006309004500508308,-5.769729582993932e-09,0.0040911780670285225,0.0012101354077458382,0.07469920814037323,6.835795879364014,1.6757850646972656,11.185341835021973,350.9594421386719,28.693859100341797,3.346071720123291,32.03993225097656,312.11053466796875,0.44842544198036194,0.31409338116645813,0.18863847851753235,0.09946023672819138,0.7004361152648926,1.0,1.75,1.75,1.75,0.0
0.7537828683853149,129.8800048828125,1000.0,11.0,1.4106330871582031,0.0003712443867698312,10.0,1.0002155303955078,1.0002155303955078,1.0002155303955078,0.0001524030085420236,0.0,0.9919126033782959,120000.0,-0.043071359395980835,-0.014178326353430748,-6.866454960174906e-09,0.0025246248114854097,-0.0015665532555431128,0.08631984144449234,5.916466236114502,-0.9193296432495117,10.685304641723633,382.89141845703125,28.634517669677734,3.269475221633911,31.903993606567383,313.4403991699219,0.3206844627857208,0.2648686170578003,0.3526007831096649,0.19447961449623108,0.8259477019309998,1.0,1.75,1.75,1.75,0.0
0.764300525188446,121.66999816894531,1000.0,12.0,1.4135240316390991,0.0003843422746285796,10.0,1.0002037286758423,1.0002037286758423,1.0002037286758423,0.00014408603601623327,0.0,0.9946563839912415,130000.0,-0.018392721191048622,0.024678638204932213,-4.482269222449986e-09,0.002439002739265561,-8.562207221984863e-05,0.04038665443658829,1.7340683937072754,-4.182397842407227,2.8298285007476807,414.999267578125,28.691993713378906,3.388843059539795,32.08083724975586,311.7125549316406,0.7133715152740479,0.25410887598991394,0.15284064412117004,0.039300523698329926,0.35620832443237305,1.0,1.75,1.75,1.75,0.0
0.8024618625640869,115.7699966430664,1000.0,13.0,1.4171581268310547,0.0003032211971003562,10.0,1.0000501871109009,1.0000501871109009,1.0000501871109009,3.54595722455997e-05,0.0,0.9982247948646545,140000.0,-0.02841673046350479,-0.010024009272456169,9.536743617033494e-10,0.0035185476299375296,0.0010795448906719685,0.09972840547561646,3.9211339950561523,2.187065601348877,8.6965913772583,447.2995910644531,28.81525993347168,3.458073854446411,32.27333450317383,309.85333251953125,0.4213603734970093,0.2917722463607788,0.22976888716220856,0.11264776438474655,0.6924529075622559,1.0,1.75,1.75,1.75,0.0
